Record_ID,Tenure,Late_Payments,Revenue
R000093,31,3,14444.52
R000094,34,8,9741.15
R000095,11,1,5559.01
R000096,56,3,6082.15
R000097,58,2,3093.99
R000098,58,3,950.92
R000099,15,3,4358.56
R000100,12,0,12957.96
R000101,40,3,9578.06
R000102,21,0,11838.23
R000103,27,0,6594.92
R000104,27,4,5198.66
R000105,36,0,7351.72
R000106,53,3,12161.21
R000107,27,3,3017.81
R000108,56,0,11800.89
R000109,50,0,4918.98
R000110,34,0,11228.3
R000111,57,0,736.27
R000112,17,0,4274.11
R000113,26,2,3987.81
R000114,27,2,10066.61
R000115,40,0,12581.15
R000116,43,2,9808.24
R000117,32,4,791.73
R000118,47,0,6132.41
R000119,40,1,8342.87
R000120,16,0,13923.93
R000121,54,8,9236.01
R000122,49,3,8303.22
R000123,5,7,1732.45
R000124,32,0,10453.98
R000125,7,0,8226.41
R000126,48,0,2774.17
R000127,18,1,5042.3
R000128,30,3,12648.3
R000129,40,0,3516.13
R000130,11,7,11085.95
R000131,14,0,11228.43
R000132,59,0,4352.6
R000133,6,2,13441.84
R000134,36,3,9227.92
R000135,49,2,9983.12
R000136,15,0,1794.81
R000137,31,0,8780.8
R000138,15,2,12255.79
R000139,21,2,10155.34
R000140,4,1,8527.49
R000141,48,1,1424.36
R000142,34,0,6188.29
R000143,51,0,10081.93
R000144,31,3,3640.33
R000145,52,1,226.46
R000146,55,0,8980.59
R000147,1,0,9797.27
R000148,49,2,10304.28
R000149,1,5,13084.02
R000150,3,1,6651.44
R000151,23,0,8055.42
R000152,7,5,1678.67
R000153,12,3,9882.4
R000154,58,0,14274.69
R000155,9,2,10611.12
R000156,51,1,5986.43
R000157,3,1,13108.86
R000158,12,0,13454.35
R000159,52,0,8156.24
R000160,51,4,10046.31
R000161,40,6,10359.81
R000162,33,2,4926.68
R000163,41,7,14438.47
R000164,15,3,4189.11
R000165,8,1,11620.92
R000166,37,5,2209.55
R000167,16,0,769.68
R000168,47,1,8095.7
R000169,51,1,7512.46
R000170,17,1,8462.3
R000171,51,2,8049.14
R000172,38,0,13188.31
R000173,29,2,11743.65
R000174,50,1,5672.43
R000175,33,1,13334.18
R000176,20,0,3530.71
R000177,45,2,5644.02
R000178,43,0,10987.03
R000179,49,2,805.31
R000180,42,5,13749.0
R000181,25,1,2369.07
R000182,27,0,5545.81
R000183,24,2,13954.22
R000184,2,2,12957.07
R000185,36,3,12799.83
R000186,53,0,3052.79
R000187,60,0,9060.58
R000188,18,3,4579.73
R000189,16,6,10423.63
R000190,19,3,5794.83
R000191,7,0,13835.01
R000192,51,0,363.01
R000193,54,2,10960.39
R000194,56,1,6772.45
R000195,13,0,2964.08
R000196,35,1,5303.25
R000197,51,7,14760.78
R000198,19,1,10036.84
R000199,58,1,3708.31
R000200,56,0,14755.79
R000201,54,1,8414.9
R000202,42,1,9371.56
R000203,43,2,681.82
R000204,34,2,13645.6
R000205,2,1,4005.42
R000206,30,0,12639.42
R000207,19,0,1158.65
R000208,48,5,5282.38
R000209,11,1,9613.62
R000210,27,0,8771.95
R000211,22,0,10131.48
R000212,11,2,10243.4
R000213,57,8,12276.39
R000214,46,4,8541.87
R000215,35,0,6751.27
R000216,58,2,905.41
R000217,33,0,3184.6
R000218,52,0,3325.27
R000219,58,0,2414.67
R000220,38,0,10886.2
R000221,31,0,2199.35
R000222,40,4,11231.51
R000223,11,2,5614.76
R000224,30,4,10536.72
R000225,44,1,713.67
R000226,27,0,7389.96
R000227,36,0,227.04
R000228,48,0,1353.88
R000229,49,0,2102.19
R000230,35,0,4815.69
R000231,49,2,13861.43
R000232,43,1,6027.55
R000233,26,0,6534.63
R000234,35,3,9504.67
R000235,40,0,2291.37
R000236,6,0,10617.53
R000237,11,1,2108.31
R000238,52,0,3243.53
R000239,42,2,4890.99
R000240,19,5,9588.29
R000241,13,0,7395.21
R000242,55,0,2558.87
R000243,14,0,14070.57
R000244,40,5,2420.35
R000245,10,0,13593.91
R000246,42,5,9265.92
R000247,29,3,7039.52
R000248,37,2,11281.43
R000249,12,0,7888.53
R000250,25,1,11573.67
R000251,29,0,1729.55
R000252,18,2,14022.03
R000253,33,3,3095.52
R000254,17,0,651.98
R000255,33,1,3768.62
R000256,14,1,6263.54
R000257,32,6,6702.69
R000258,4,0,3969.09
R000259,51,5,5789.75
R000260,34,1,3133.22
R000261,51,0,8944.33
R000262,46,0,4508.59
R000263,44,7,5869.0
R000264,40,1,2307.73
R000265,36,0,1278.93
R000266,2,1,790.75
R000267,34,0,6695.37
R000268,58,1,1896.41
R000269,54,2,9389.42
R000270,6,8,4884.35
R000271,7,1,2953.07
R000272,37,3,3584.21
R000273,23,2,2473.74
R000274,46,0,4119.85
R000275,30,1,13685.04
R000276,43,4,6833.44
R000277,56,0,8012.15
R000278,8,3,1769.87
R000279,5,0,2105.58
R000280,43,0,14762.56
R000281,59,2,4239.54
R000282,42,0,13752.77
R000283,36,0,5901.01
R000284,56,0,8308.04
R000285,14,4,7996.58
R000286,41,6,5023.76
R000287,40,5,2502.23
R000288,18,1,11669.61
R000289,39,1,10287.98
R000290,51,0,7274.82
R000291,56,7,717.33
R000292,55,5,229.14
R000293,54,0,6505.23
R000294,19,3,2865.73
R000295,42,0,10554.81
R000296,46,0,10149.86
R000297,15,2,10687.76
R000298,8,1,13280.07
R000299,20,3,11045.62
R000300,5,6,4876.59
R000301,14,0,7193.04
R000302,31,1,11706.49
R000303,5,1,2020.02
R000304,19,3,2541.21
R000305,50,0,11671.55
R000306,41,6,7253.67
R000307,15,3,1594.73
R000308,28,0,7445.21
R000309,27,1,112.1
R000310,53,6,792.99
R000311,53,1,9789.01
R000312,39,2,7301.06
R000313,13,2,430.79
R000314,41,5,14770.98
R000315,25,4,2646.06
R000316,8,0,348.13
R000317,25,0,1999.11
R000318,60,6,1665.55
R000319,16,3,10078.67
R000320,54,2,9624.77
R000321,13,0,1694.62
R000322,44,3,13048.5
R000323,13,2,14272.79
R000324,30,5,13166.38
R000325,11,2,9355.27
R000326,14,0,11516.0
R000327,51,2,7044.76
R000328,21,4,6325.56
R000329,24,2,2941.17
R000330,22,1,14341.65
R000331,2,3,868.97
R000332,55,1,7994.92
R000333,56,3,4287.94
R000334,26,2,6136.64
R000335,60,0,6891.66
R000336,44,0,7722.64
R000337,35,0,4625.47
R000338,36,0,10959.34
R000339,8,2,3778.83
R000340,49,1,10312.54
R000341,43,5,6001.42
R000342,16,0,2983.57
R000343,46,0,9806.71
R000344,42,2,1419.87
R000345,25,0,7518.87
R000346,22,0,8075.53
R000347,10,0,6551.3
R000348,40,2,14840.95
R000349,49,0,14083.02
R000350,53,2,1434.27
R000351,15,2,8393.87
R000352,26,0,8454.16
R000353,47,0,1755.99
R000354,26,0,13953.95
R000355,24,4,10901.9
R000356,47,2,11776.79
R000357,41,2,2507.93
R000358,38,7,13506.77
R000359,25,0,6251.7
R000360,32,1,14865.89
R000361,5,0,12077.36
R000362,53,5,2715.51
R000363,37,1,6147.86
R000364,35,0,8009.18
R000365,55,7,2074.26
R000366,33,0,7803.44
R000367,3,2,14016.38
R000368,39,0,5883.23
R000369,54,0,476.91
R000370,37,1,13819.2
R000371,22,0,9961.12
R000372,48,1,14975.11
R000373,56,1,6640.15
R000374,44,3,2832.99
R000375,30,6,2817.93
R000376,40,1,1160.56
R000377,49,0,5506.37
R000378,42,1,3410.92
R000379,16,0,5695.28
R000380,4,0,12110.81
R000381,43,0,8866.51
R000382,31,0,13353.52
R000383,44,6,6970.61
R000384,18,6,12411.74
R000385,39,3,5798.38
R000386,9,0,14661.12
R000387,58,1,11294.16
R000388,51,4,7366.23
R000389,46,1,6640.45
R000390,3,1,13962.8
R000391,43,0,12120.69
R000392,3,2,5796.13
R000393,1,3,1279.17
R000394,56,1,7591.06
R000395,41,3,12382.51
R000396,26,4,4825.72
R000397,29,0,717.46
R000398,10,0,13816.18
R000399,32,0,11775.8
R000400,18,5,9542.66
R000401,45,0,11173.68
R000402,23,6,10363.94
R000403,48,5,13202.33
R000404,18,0,10887.58
R000405,42,2,6934.0
R000406,4,3,13553.86
R000407,55,1,7517.55
R000408,3,1,9098.95
R000409,19,5,13134.17
R000410,48,4,4460.3
R000411,3,3,4380.51
R000412,59,0,1284.07
R000413,20,3,9333.73
R000414,46,0,14896.6
R000415,42,1,4814.16
R000416,32,1,8688.13
R000417,20,3,997.81
R000418,14,0,10692.63
R000419,37,2,4869.9
R000420,35,2,9891.87
R000421,45,1,5749.84
R000422,49,0,6347.04
R000423,53,0,5381.59
R000424,37,0,8610.8
R000425,24,0,2596.63
R000426,53,2,5543.63
R000427,53,0,10298.45
R000428,23,0,480.24
R000429,13,2,2427.87
R000430,21,0,14057.55
R000431,27,1,4758.62
R000432,17,0,13570.44
R000433,22,0,2244.92
R000434,4,1,12334.55
R000435,17,7,1385.71
R000436,14,0,13257.71
R000437,37,4,2294.79
R000438,52,1,1071.02
R000439,35,2,14853.37
R000440,36,2,6796.55
R000441,46,0,10696.24
R000442,18,0,10571.3
R000443,35,1,1713.25
R000444,19,1,1930.85
R000445,50,4,8773.92
R000446,52,0,2304.64
R000447,20,0,5118.35
R000448,3,2,1750.75
R000449,20,1,8403.02
R000450,49,0,1918.35
R000451,24,2,6898.89
R000452,34,2,13694.38
R000453,12,4,7579.21
R000454,41,2,12252.52
R000455,30,3,8585.15
R000456,56,7,12136.12
R000457,32,0,7942.59
R000458,47,5,10305.28
R000459,50,0,10357.38
R000460,47,4,7041.61
R000461,1,2,12215.12
R000462,12,1,12425.26
R000463,24,0,869.24
R000464,31,0,1790.94
R000465,13,1,2037.58
R000466,31,2,3694.81
R000467,32,0,12968.66
R000468,39,7,13403.44
R000469,58,8,9174.03
R000470,20,5,1170.85
R000471,19,5,13178.43
R000472,18,5,8546.85
R000473,50,0,8725.98
R000474,22,1,13689.65
R000475,23,0,7768.85
R000476,52,1,8906.8
R000477,50,7,13933.37
R000478,60,0,4930.58
R000479,8,1,8563.68
R000480,41,0,9174.83
R000481,37,3,12247.62
R000482,10,2,7571.71
R000483,46,0,6550.71
R000484,34,5,13145.74
R000485,49,0,783.82
R000486,40,0,10074.65
R000487,59,4,7079.76
R000488,16,3,6742.59
R000489,43,1,5201.85
R000490,19,0,2412.61
R000491,21,4,13725.8
R000492,9,4,5520.27
R000493,35,1,5271.69
R000494,36,0,8846.08
R000495,2,5,509.41
R000496,35,7,4095.49
R000497,5,0,11282.66
R000498,7,5,3717.94
R000499,36,0,11425.6
R000500,26,1,12317.02
R000501,22,2,5418.86
R000502,55,1,1542.91
R000503,42,1,8354.62
R000504,51,1,11679.6
R000505,46,4,10002.07
R000506,9,0,10927.81
R000507,43,3,3209.08
R000508,48,2,7951.22
R000509,28,0,7614.15
R000510,10,0,12748.36
R000511,36,8,9777.57
R000512,27,0,7929.18
R000513,40,4,2295.33
R000514,23,3,2978.82
R000515,33,3,5600.64
R000516,23,0,12126.79
R000517,40,0,6500.47
R000518,14,5,11430.43
R000519,37,1,13003.22
R000520,60,3,5201.86
R000521,3,3,5878.72
R000522,18,3,7548.83
R000523,47,3,2020.25
R000524,43,0,13309.31
R000525,47,2,763.53
R000526,37,1,6607.75
R000527,46,1,12977.82
R000528,2,0,14606.63
R000529,2,0,755.3
R000530,15,0,14495.02
R000531,52,1,3730.82
R000532,44,2,3828.15
R000533,42,3,2951.75
R000534,49,3,10484.96
R000535,18,0,2112.76
R000536,38,0,8462.44
R000537,6,0,10532.35
R000538,10,1,4520.47
R000539,10,7,3396.98
R000540,1,0,845.03
R000541,19,0,6666.12
R000542,47,0,4918.57
R000543,23,0,5706.8
R000544,5,8,7791.79
R000545,48,0,6424.94
R000546,58,6,9354.95
R000547,51,4,7829.73
R000548,12,0,7182.09
R000549,21,3,14237.39
R000550,35,7,8324.28
R000551,21,1,4251.77
R000552,6,3,4035.87
R000553,28,1,12380.37
R000554,22,2,13541.48
R000555,56,4,7256.97
R000556,26,1,8299.08
R000557,15,4,3304.87
R000558,15,0,8914.39
R000559,7,2,1347.72
R000560,8,1,12884.66
R000561,10,2,7820.74
R000562,37,3,14733.04
R000563,47,1,11299.72
R000564,20,3,2187.25
R000565,55,2,3913.56
R000566,35,3,1995.54
R000567,22,0,359.43
R000568,12,2,8545.49
R000569,59,7,3247.93
R000570,40,0,1306.98
R000571,2,1,5440.21
R000572,37,0,640.94
R000573,32,5,11181.14
R000574,35,1,11011.93
R000575,42,0,12591.08
R000576,37,2,13205.69
R000577,7,0,7609.69
R000578,5,0,11182.31
R000579,59,0,7364.42
R000580,24,1,2682.66
R000581,4,5,1070.86
R000582,60,1,13118.83
R000583,41,0,7338.31
R000584,3,7,6589.48
R000585,59,0,5443.76
R000586,8,3,1255.9
R000587,14,4,9419.57
R000588,60,3,10198.43
R000589,23,1,6267.02
R000590,47,1,5990.45
R000591,33,2,2160.41
R000592,59,2,14934.73
R000593,37,7,572.77
R000594,8,1,1669.95
R000595,54,4,8287.75
R000596,59,2,14733.52
R000597,18,0,8150.84
R000598,29,0,11387.15
R000599,49,0,2688.23
R000600,56,1,9687.37
R000601,13,3,1969.63
R000602,17,2,14463.24
R000603,27,3,2276.26
R000604,5,0,1647.57
R000605,25,3,14191.12
R000606,24,7,291.81
R000607,20,4,689.99
R000608,10,2,8897.62
R000609,28,1,511.25
R000610,21,3,13638.79
R000611,37,2,6384.45
R000612,8,4,8493.35
R000613,40,0,4847.89
R000614,29,5,14667.17
R000615,43,0,14356.75
R000616,44,4,11772.59
R000617,8,1,5297.03
R000618,42,1,558.46
R000619,14,1,1480.99
R000620,45,1,12145.54
R000621,6,0,13921.24
R000622,56,0,6944.6
R000623,54,2,5171.0
R000624,48,0,11200.61
R000625,59,7,9840.46
R000626,43,0,8175.87
R000627,22,1,8817.42
R000628,26,3,10867.04
R000629,44,2,406.58
R000630,12,0,2658.08
R000631,21,1,10899.75
R000632,35,0,1994.71
R000633,5,0,11973.84
R000634,47,7,2191.53
R000635,19,1,11102.21
R000636,49,1,14886.49
R000637,13,7,3004.23
R000638,8,6,13161.33
R000639,23,0,14746.38
R000640,46,0,10867.8
R000641,30,0,2060.99
R000642,50,0,12615.56
R000643,49,0,5963.85
R000644,26,0,4916.11
R000645,14,0,2081.9
R000646,41,0,9695.6
R000647,16,5,6431.19
R000648,10,4,12098.71
R000649,5,2,5845.97
R000650,6,2,8638.87
R000651,1,4,10638.61
R000652,51,0,4329.34
R000653,35,1,13426.23
R000654,39,1,5115.23
R000655,38,2,10108.34
R000656,26,1,12207.83
R000657,22,0,6816.75
R000658,45,0,10726.52
R000659,35,0,1256.75
R000660,59,0,764.31
R000661,48,0,13555.68
R000662,30,0,12344.88
R000663,60,4,12706.6
R000664,28,0,6140.72
R000665,10,3,2267.59
R000666,14,0,7861.95
R000667,53,8,9595.96
R000668,21,1,5697.67
R000669,50,0,346.25
R000670,13,0,659.91
R000671,52,6,3814.95
R000672,15,5,11580.85
R000673,7,3,9947.82
R000674,22,1,2131.3
R000675,38,3,12394.66
R000676,20,2,9359.92
R000677,17,6,7090.88
R000678,56,1,4241.09
R000679,23,1,11670.85
R000680,40,2,3043.75
R000681,44,1,11547.34
R000682,39,1,959.9
R000683,51,3,11169.07
R000684,5,5,10778.98
R000685,48,0,10994.25
R000686,16,0,5549.3
R000687,5,7,9977.53
R000688,39,8,4642.41
R000689,60,1,5285.54
R000690,60,0,11688.53
R000691,10,5,1010.13
R000692,35,0,14249.55
R000693,15,0,12778.12
R000694,30,2,14952.01
R000695,6,2,6275.25
R000696,49,1,11257.57
R000697,24,0,14696.23
R000698,47,1,7745.59
R000699,58,1,955.19
R000700,52,2,8920.11
R000701,48,1,1374.86
R000702,28,3,251.88
R000703,11,1,5735.88
R000704,51,0,5557.65
R000705,51,1,14233.26
R000706,18,0,9976.1
R000707,42,0,14520.82
R000708,2,0,3305.0
R000709,50,0,13426.77
R000710,3,0,8473.17
R000711,19,0,3713.33
R000712,34,4,7639.7
R000713,23,0,7397.89
R000714,18,1,2356.81
R000715,36,5,4249.83
R000716,48,2,6763.26
R000717,44,0,9491.68
R000718,36,0,13781.66
R000719,29,0,12859.71
R000720,45,0,5302.15
R000721,35,0,10189.99
R000722,3,6,8186.89
R000723,24,6,10842.38
R000724,56,2,3719.18
R000725,48,2,13862.73
R000726,54,0,4230.22
R000727,37,0,4833.76
R000728,26,1,12522.61
R000729,3,0,5276.84
R000730,18,7,3631.27
R000731,45,0,9006.97
R000732,4,0,2419.47
R000733,26,0,919.28
R000734,50,3,7666.32
R000735,28,2,12461.95
R000736,21,0,8000.57
R000737,23,1,7752.7
R000738,23,2,8725.76
R000739,17,1,962.77
R000740,37,1,3471.41
R000741,29,4,11949.97
R000742,53,2,13840.79
R000743,20,2,10209.75
R000744,13,3,8659.74
R000745,54,0,9664.85
R000746,36,1,3716.2
R000747,36,0,10436.53
R000748,58,3,11938.02
R000749,3,1,721.31
R000750,1,4,9200.87
R000751,21,0,13642.25
R000752,37,1,3742.94
R000753,34,4,4231.18
R000754,28,1,3940.28
R000755,14,1,9028.59
R000756,19,4,10000.4
R000757,28,0,9729.81
R000758,41,2,6597.44
R000759,32,0,12858.74
R000760,6,0,8497.72
R000761,31,3,3657.51
R000762,55,0,10315.43
R000763,22,2,1980.83
R000764,11,1,5999.45
R000765,18,2,11790.76
R000766,37,6,9737.04
R000767,14,0,10399.0
R000768,54,3,1412.06
R000769,30,3,11010.0
R000770,52,0,6545.05
R000771,9,1,7838.73
R000772,7,0,11859.57
R000773,53,2,10295.05
R000774,28,1,3771.54
R000775,15,3,6421.73
R000776,14,0,136.95
R000777,55,1,11216.7
R000778,6,1,12264.93
R000779,44,0,4119.79
R000780,55,3,2823.22
R000781,2,0,9570.99
R000782,41,4,14559.96
R000783,7,0,2674.96
R000784,9,0,10074.04
R000785,51,4,2137.19
R000786,3,1,7852.85
R000787,11,2,1134.17
R000788,50,1,634.5
R000789,58,6,13307.98
R000790,34,0,6640.65
R000791,25,2,4707.86
R000792,12,0,13134.24
R000793,9,2,657.85
R000794,52,2,1314.57
R000795,21,0,5429.28
R000796,27,1,5941.67
R000797,58,0,4581.42
R000798,15,0,14422.41
R000799,17,1,10585.88
R000800,56,0,4191.72
R000801,14,0,10779.96
R000802,45,3,7746.09
R000803,37,4,1914.93
R000804,46,2,7248.51
R000805,22,0,9753.61
R000806,56,3,2145.16
R000807,29,5,11752.09
R000808,43,0,9452.83
R000809,23,0,7310.04
R000810,40,1,10440.31
R000811,50,1,10688.7
R000812,37,0,9894.11
R000813,8,2,679.84
R000814,44,4,5033.01
R000815,29,0,4625.99
R000816,3,0,2143.37
R000817,3,1,5506.58
R000818,9,4,2293.76
R000819,37,2,11022.59
R000820,10,3,4142.99
R000821,18,1,875.61
R000822,41,0,10561.13
R000823,47,0,8240.41
R000824,26,4,12160.04
R000825,19,1,10867.63
R000826,13,0,7053.55
R000827,3,0,3160.07
R000828,2,3,2021.86
R000829,23,1,709.89
R000830,47,0,14271.86
R000831,19,2,14770.15
R000832,2,1,4884.86
R000833,5,1,3131.67
R000834,29,0,11377.94
R000835,44,0,12500.09
R000836,43,0,9264.95
R000837,36,1,13009.98
R000838,25,3,1163.93
R000839,12,0,11379.39
R000840,37,4,5776.32
R000841,56,0,12358.36
R000842,52,7,14902.25
R000843,55,0,4038.84
R000844,4,2,6276.69
R000845,45,0,915.91
R000846,52,4,10708.17
R000847,27,1,245.84
R000848,60,3,4134.1
R000849,13,0,2441.09
R000850,59,1,543.38
R000851,7,0,2256.83
R000852,22,0,11332.01
R000853,31,0,12479.02
R000854,35,3,1908.96
R000855,56,1,1230.33
R000856,43,1,8705.34
R000857,7,1,5161.02
R000858,51,6,14306.93
R000859,32,0,11092.25
R000860,10,2,12156.32
R000861,56,0,7294.72
R000862,44,2,2024.68
R000863,21,2,5260.48
R000864,26,2,7732.21
R000865,32,6,7934.81
R000866,53,0,2403.36
R000867,8,2,151.01
R000868,19,0,4493.06
R000869,8,1,4504.76
R000870,7,2,10311.08
R000871,47,6,5579.48
R000872,40,0,4513.14
R000873,32,0,13722.68
R000874,51,1,13564.78
R000875,57,3,207.6
R000876,59,0,13557.64
R000877,31,3,8790.1
R000878,40,1,12693.78
R000879,52,0,7535.71
R000880,35,1,12067.66
R000881,18,3,10571.49
R000882,10,7,5819.75
R000883,9,0,14483.95
R000884,19,0,12185.41
R000885,13,3,5365.94
R000886,28,4,13915.68
R000887,31,1,2121.71
R000888,33,4,430.81
R000889,44,3,1806.29
R000890,47,0,12636.08
R000891,45,1,10389.27
R000892,58,0,10232.38
R000893,28,0,3654.92
R000894,5,0,9417.7
R000895,1,1,13449.11
R000896,5,0,7159.64
R000897,9,1,10030.93
R000898,17,0,9639.24
R000899,20,7,10487.92
R000900,42,0,1113.05
R000901,28,3,775.1
R000902,35,1,13667.73
R000903,44,8,2326.1
R000904,14,3,12119.59
R000905,47,3,5247.09
R000906,38,0,7518.42
R000907,47,3,11880.36
R000908,33,2,13830.67
R000909,28,6,1114.37
R000910,46,0,5862.68
R000911,8,0,295.88
R000912,28,0,7029.77
R000913,55,0,3680.77
R000914,18,0,8346.41
R000915,26,1,12021.95
R000916,37,3,2417.3
R000917,56,4,4850.47
R000918,55,0,12945.29
R000919,46,0,4576.65
R000920,31,0,7072.08
R000921,29,0,6743.32
R000922,6,0,11049.47
R000923,18,1,779.89
R000924,50,2,6744.85
R000925,31,0,9971.62
R000926,35,0,11287.38
R000927,46,3,5171.91
R000928,19,0,7783.01
R000929,35,7,8891.43
R000930,28,0,6542.36
R000931,48,0,3739.01
R000932,50,0,13414.0
R000933,2,3,11455.3
R000934,56,0,13976.84
R000935,14,2,8718.51
R000936,52,4,1899.23
R000937,38,2,10719.02
R000938,53,4,7199.31
R000939,32,0,7066.34
R000940,32,3,4520.27
R000941,51,5,7054.57
R000942,4,0,11581.75
R000943,15,0,7915.49
R000944,4,0,1760.92
R000945,20,0,5597.07
R000946,33,6,6488.34
R000947,57,2,12299.38
R000948,43,2,13698.95
R000949,5,0,3270.89
R000950,53,6,8845.04
R000951,47,0,1732.88
R000952,41,1,14100.7
R000953,19,1,3598.25
R000954,8,0,6408.45
R000955,43,1,6114.87
R000956,35,3,8944.99
R000957,49,0,11568.05
R000958,29,0,11149.05
R000959,47,2,1033.18
R000960,34,2,11334.38
R000961,30,0,7132.09
R000962,36,1,8758.45
R000963,39,3,4610.14
R000964,56,0,2179.29
R000965,25,2,7422.75
R000966,5,3,3149.61
R000967,24,1,13551.84
R000968,27,1,1044.84
R000969,40,3,4575.96
R000970,23,4,10809.57
R000971,33,4,2112.66
R000972,9,2,7427.0
R000973,39,5,1893.06
R000974,31,0,11904.63
R000975,52,0,2438.03
R000976,30,2,5150.69
R000977,36,0,7545.19
R000978,17,3,10947.95
R000979,52,0,12819.07
R000980,36,0,7666.69
R000981,47,1,11555.89
R000982,12,1,1412.27
R000983,29,5,14618.24
R000984,48,2,8421.88
R000985,12,1,6098.75
R000986,25,1,11849.43
R000987,29,0,265.28
R000988,7,6,9900.61
R000989,42,0,5828.82
R000990,5,1,10570.68
R000991,51,0,7816.33
R000992,52,1,857.08
R000993,33,0,11675.16
R000994,14,2,6193.77
R000995,55,0,2985.84
R000996,24,1,14683.41
R000997,30,2,2133.45
R000998,7,0,7538.92
R000999,49,1,9909.46
R001000,56,3,9339.33
